ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment,Reyco Category Slug
Class|T",8,"The 2024 Trailer X is a working customer's trailer — not flashy, not oversized, just the right tool for hobby-farm and cottage haulers around the Sault. Most of the buyers I have written one of these up for run small properties, do their own ice fishing, or maintain a cabin where moving equipment between locations is a season-by-season job. We stock the Trailer line — not an authorised dealer relationship — but the build is what customers expect. Honest sales-floor take: this is the size that ends up doing more than the buyer planned. Stop in and walk around it before deciding — measurements look different on the floor than in catalogue copy.",34518,0,0,2REA2S7A5R2155242,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34518,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-03-23T19:25:45.407"",""StockNumber"":""34518"",""NewUsed"":""N"",""ModelYear"":2024,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A5R2155242"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.687"",""InvoiceAmt"":2195.9600000000000363797880709171295166015625,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34512,""DateReceived"":""2026-02-27T23:03:47.687"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":1668.920000000000072759576141834259033203125,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":1668.920000000000072759576141834259033203125,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":2195.9600000000000363797880709171295166015625,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":2195.9600000000000363797880709171295166015625,""totalCost"":2195.9600000000000363797880709171295166015625}",2026-04-23 15:43:05,,,trailers
428,simple,,,2026 Trailer X — Firewood & Brush Utility Trailer,1,0,visible,"2026 utility trailer in stock. The trailer that handles firewood runs, brush hauling, and the spring property cleanup.","<p>The 2026 Trailer X is on the floor at Reyco for the customer who has decided this year is the year to stop borrowing one. Firewood hauling, spring brush runs, the cleanup work after a Northern Ontario windstorm rolls through — this is the trailer that gets pressed into service through the seasons that matter. Straightforward utility, no flashy build, just a working hauler.</p><p>Reyco stocks the Trailer line at the front of the property. We are not the authorised dealer for this line — we keep them in stock because the customers buying chainsaws, mowers, sleds, and small-engine equipment from us also need the way to move it. The trailer outside the door is more useful than the trailer that requires a separate trip across town to look at.</p><p>This trailer fits the working rural customer — property owners around Searchmont and out toward Aweres, hobby-farm guys who do their own maintenance, and the customer with a wood lot who hauls firewood every weekend through the fall. Spring brush runs are the use case that comes up most often when Kory writes one of these up. The deck size handles the loads people actually move, not the catalogue maximum.</p><p>Trailers are easier to spec when you can walk around them. Drop in to 11 White Oak Drive East, Sault Ste. Marie, or call 705-253-7828 to ask about availability. Lynn manages the parts counter and Ron handles parts pulls — between them they can talk through tie-downs, lighting kits, and the small accessories that finish out the rig.</p><p>Common accessory adds for working trailers: trailer-tie kits, ramp-grade traction strips, and basic locking tongue couplers for security at the property. Lynn manages the parts orders. Worth a stop on the floor before deciding — the deck dimensions read different in person than in catalogue copy.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-14.png,,,,,,,,,0,Trailer,34431,2026,new,in_stock,"Make|Trailer
Model|X
Year|2026
Type|Trailer
Class|T",8,"The 2026 Trailer X is the size I sell to working customers who do firewood and brush runs more often than they do anything else. Most of the buyers I have written up on this size are property owners who are tired of asking a buddy for the trailer every weekend during fall woodlot season. We stock the Trailer line — not authorised — but they do the job for the price. Honest sales-floor read: this is a tool for the work you actually do, not the work you might do once. Stop in and walk around it before deciding. Easier to know whether the size fits in person than on the spec sheet.",34431,4750.57,4750.57,2REA2S7A3T2164898,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34431,""DateGathered"":""2026-04-23T19:42:47.963"",""lastupdatedate"":""2026-04-15T17:23:11.818"",""StockNumber"":""34431"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A3T2164898"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.425"",""InvoiceAmt"":4750.5699999999997089616954326629638671875,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":4750.5699999999997089616954326629638671875,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":4750.5699999999997089616954326629638671875,""OnHold"":"""",""PackageId"":34425,""DateReceived"":""2026-02-27T23:03:47.425"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":4750.5699999999997089616954326629638671875,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":4750.5699999999997089616954326629638671875,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":4750.5699999999997089616954326629638671875,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":4750.5699999999997089616954326629638671875,""Dealerlistprice"":4750.5699999999997089616954326629638671875,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":4750.5699999999997089616954326629638671875,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":4750.5699999999997089616954326629638671875,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":4750.5699999999997089616954326629638671875,""totalCost"":4750.5699999999997089616954326629638671875}",2026-04-23 15:43:04,,,trailers
453,simple,,,2025 Trailer X — Sled-Hauling Utility Trailer,1,0,visible,2025 utility trailer on the floor. Sized for sled hauling out to the trails or the spring boat-launch run.,"<p>The 2025 Trailer X is the kind of mid-size utility trailer that gets used hardest in two specific seasons — winter, hauling sleds out to the trail networks, and spring, when the boat-launch run starts and the cottage equipment comes out of storage. Stocked at Reyco at the front of the property, available now for the customer who has been getting by with a borrowed one.</p><p>Reyco stocks the Trailer line. We are not an authorised dealer for this brand — we keep them on the lot because the customers buying sleds, motors, fishing electronics, and small-engine equipment also need a way to move it. Having the trailer in stock at the front of the lot is more useful to a buyer than directing them somewhere else.</p><p>The customer base for this size class tends to land on two crowds. Sled riders who run trails out toward Searchmont and the Stokely Creek network and want their own trailer instead of waiting on a buddy's. Boat owners up around Goulais River and the Sault waterfront who need to move a small boat or a kayak rig in the spring without imposing on a friend. It is the size class that does not over-buy; it is enough for the use cases most buyers actually run, no more.</p><p>Drop in to White Oak Drive to walk around it — easier than measuring it on paper. Lynn at the parts counter can talk through tie-downs, ramp options, and the accessories that finish out the rig once the trailer itself is on the truck. 11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p><p>Common accessory adds on trailers in this size class: locking hitch couplers, ramp-grade anti-slip strips, and replacement-grade tie-down rings. Lynn handles the orders. Stop in to White Oak Drive any weekday — easier to size in person than from catalogue copy.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-16.png,,,,,,,,,0,Trailer,34527,2025,new,in_stock,"Make|Trailer
Model|X
Year|2025
Type|Trailer
Class|T",8,"The 2025 Trailer X in this size is the one I sell to customers who do not want to over-buy. Most of the buyers I have put on this trailer are sled riders or weekend boat-launch customers who want a trailer they own instead of borrowing one every season. We stock the line — no authorised relationship — but it does the job for the price. Honest sales-floor take: trailers are a long-game tool. Buy what fits the load you most often move, and skip the temptation to size up &quot;just in case.&quot; Drop in and we can sit it next to your tow vehicle in the lot to size it right.",34527,0,0,2REA2S7A5S2158650,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34527,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-04-16T14:28:50.895"",""StockNumber"":""34527"",""NewUsed"":""N"",""ModelYear"":2025,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A5S2158650"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.713"",""InvoiceAmt"":3336.98000000000001818989403545856475830078125,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34521,""DateReceived"":""2026-02-27T23:03:47.713"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":2869.8000000000001818989403545856475830078125,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":2869.8000000000001818989403545856475830078125,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":3336.98000000000001818989403545856475830078125,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":3336.98000000000001818989403545856475830078125,""totalCost"":3336.98000000000001818989403545856475830078125}",2026-04-23 15:43:04,,,trailers
454,simple,,,2026 Trailer X — Cottage-Country Utility Trailer,1,0,visible,"2026 utility trailer stocked at Reyco. Made for cottage country — riding mowers, kayaks, and the swap-over haul each season.","<p>The 2026 Trailer X is on the floor for the cottage-country customer who finally decided to stop borrowing one. Riding mowers between properties, kayaks heading out to the inland lakes, the swap-over haul when summer equipment goes back into storage and the fall gear comes out — that is the everyday rhythm this trailer fits. Stocked at White Oak Drive, available now.</p><p>Reyco stocks the Trailer line at the front of the lot. We are not an authorised dealer — we keep these in stock because the customers buying riding mowers, push mowers, snow blowers, and outdoor power equipment from us also need the way to move it between locations. Having the trailer ready out front means the buyer is not making two trips to two lots to put a complete setup together.</p><p>The customer profile that lands on this size is the cottage and small-property crowd. Buyers up around Goulais River, customers maintaining a cabin on St. Joseph Island, hobby gardeners and small-farm owners around Aweres and the back-Sault network. It is not the contractor trailer. It is the everyday hauler that earns its keep through the small jobs done every weekend through the season.</p><p>Easier to size a trailer in person than from the spec sheet — the rail height, the deck length, the tongue weight all read different in person. Drop in to 11 White Oak Drive East to walk around it, or call 705-253-7828 to ask about availability. Lynn at the parts counter can talk through tie-downs and the accessories that go on top of the trailer itself.</p><p>Worth a conversation on accessories: locking tongue couplers, replacement tie-down rings, ramp-grade anti-slip strips, and basic LED lighting for shoulder-season early-morning hauls. Lynn manages the trailer parts orders. Trade-in talk is open if you have a smaller trailer you are sizing up from.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-18.png,,,,,,,,,0,Trailer,34477,2026,new,in_stock,"Make|Trailer
Model|X
Year|2026
Type|Trailer
