sku,product_id,product_name,brand,category,current_image_url,image_w,image_h,image_source,current_image_issue,severity,proposed_action,proposed_image_url,notes
EC-SRM225-26,231,Echo SRM-225 String Trimmer,Echo,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM225-26.jpg,1200,1023,local_jpeg,ok,OK,keep,,
EC-SRM266-26,328,Echo SRM-266 Pro-Grade Trimmer,Echo,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM266-26.jpg,898,1200,local_jpeg,ok,OK,keep,,
EC-SRM410-26,330,Echo SRM-410 Pro Trimmer,Echo,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM410-26.jpg,1200,748,local_jpeg,ok,OK,keep,,
HS-ACENV-26,223,Hisun ACE NV — Electric Golf Cart,Hisun,Golf Carts,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_aceblue-112942.png,800,538,local_jpeg,ok,OK,keep,,
HS-FORGE400I-26,221,Hisun Forge 400i — Sport-Utility ATV,Hisun,ATVs,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HS-FORGE400I-26.jpg,1200,1183,local_jpeg,ok,OK,keep,,
HS-GUARDIAN-26,234,Hisun GUARDIAN Utility ATV,Hisun,ATVs,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_gray-guardian-400-105238.png,800,800,local_jpeg,ok,OK,keep,,
HS-MP9550R-26,219,Hisun MP9 550R — Sport Trail UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838.png,800,800,local_jpeg,ok,OK,keep,,
HS-MP9750R-26,241,Hisun MP9 750R Sport UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-1.png,800,800,local_jpeg,ok,OK,keep,,
HS-MP9T400-26,242,Hisun MP9T400 Entry Sport UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-2.png,800,800,local_jpeg,ok,OK,keep,,
HS-SEC250-26,237,Hisun Sector 250 Compact Utility UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector250-085013.png,800,750,local_jpeg,ok,OK,keep,,
HS-SEC550EPS-26,216,Hisun Sector 550 EPS — Utility UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector550red-102158.png,800,789,local_jpeg,ok,OK,keep,,
HS-SEC750CREW-26,217,Hisun Sector 750 Crew — 4-Seat Utility UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector750crewred-104342.png,800,705,local_jpeg,ok,OK,keep,,
HS-SEC750EPS-26,238,Hisun Sector 750 EPS,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector-750-hisun-red-110632.png,800,800,local_jpeg,ok,OK,keep,,
HS-SEC-E1-26,222,Hisun Sector E1 — Electric UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_e1-green-152808.png,800,600,local_jpeg,ok,OK,keep,,
HS-STRK250R-26,214,Hisun Strike 250R — Youth Sport UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stike250blue-110557.png,800,750,local_jpeg,ok,OK,keep,,
HS-STRK550R-26,215,Hisun Strike 550R — Adult Sport UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_strike550blue-110937.png,800,750,local_jpeg,ok,OK,keep,,
HS-STRY550-26,239,Hisun Stryker 550X Sport-Trail UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-550x-front-angle-nardo-grey-w-vents-102239.png,800,800,local_jpeg,ok,OK,keep,,
HS-STRY750CREW-26,240,Hisun Stryker 750 Crew (4-Seat Sport),Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_750xc-gray-crew-front-angle-165515.png,800,534,local_jpeg,ok,OK,keep,,
HS-STRY750X-26,218,Hisun Stryker 750X — Sport-Trail UTV,Hisun,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-red-750x-front-angle-w-vents-102322.png,800,800,local_jpeg,ok,OK,keep,,
HS-TACTIC-26,235,Hisun Tactic Utility ATV,Hisun,ATVs,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_tactic400blue-113644.png,800,800,local_jpeg,ok,OK,keep,,
HB-APEX13-26,276,Humminbird APEX 13 MEGA SI+ Chartplotter,Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-APEX13-CHO-26,277,Humminbird APEX 13 MEGA SI+ Chartplotter (CHO),Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-2.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-APEX16-26,278,Humminbird APEX 16 MEGA SI+ Chartplotter,Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411500-1VX_APEXVX_16_alt1-1.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-APEX16-CHO-26,279,Humminbird APEX 16 MEGA SI+ Chartplotter (CHO),Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411500-1VX_APEXVX_16_alt1-3.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-APEX19-26,280,Humminbird APEX 19 MEGA SI+ Chartplotter,Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-4.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-APEX19-CHO-26,281,Humminbird APEX 19 MEGA SI+ Chartplotter (CHO),Humminbird,Fish Finders,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-6.webp,1600,1600,local_jpeg,ok,OK,keep,,
HB-ICELIVE2-PM-26,284,Humminbird ICE MEGA Live 2 Compact Pole-Mount,Humminbird,Ice Fishing Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_ICE_XPLORE9_CHO_ML2_Alt2.webp,640,640,local_jpeg,ok,OK,keep,,
HB-XPLORE-KIT-26,288,Humminbird ICE XPLORE Shuttle Conversion Kit,Humminbird,Marine Electronics Accessories,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_XPLORE_9_alt1.webp,640,640,local_jpeg,ok,OK,keep,,
HB-MEGALIVE2-FWD-26,282,Humminbird MEGA Live 2 Forward-Facing Sonar,Humminbird,Live Sonar,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_710310-1_MEGA_Live_2_alt1-1.webp,640,640,local_jpeg,ok,OK,keep,,
HB-MEGALIVE2-TM-26,283,Humminbird MEGA Live 2 Transom-Mount Sonar,Humminbird,Live Sonar,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_ML2_Transom_Mount_Alt1.webp,640,640,local_jpeg,ok,OK,keep,,
MK-EC15-BULK-26,259,Minn Kota Battery Charger Extension Cable MK-EC-15 (Bulk),Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1820089_MK-EC-15_hero.webp,640,640,local_jpeg,ok,OK,keep,,
MK-KTRV55-FW-26,252,Minn Kota Kayak Terrova 55 lb — Freshwater,Minnkota,Kayak Motors,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_KayakTerrova_HeroAlt.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-MK230PCL-26,254,Minn Kota Precision Charger MK 230 PCL — 2 Bank × 15 Amp,Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1832304_MK-230PCL_3q.webp,640,640,local_jpeg,ok,OK,keep,,
MK-MK330PC-26,255,Minn Kota Precision Charger MK 330 PC — 3 Bank × 10 Amp,Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1833300_MK-330PC_3q2.webp,1600,1600,local_jpeg,ok,OK,keep,,
MK-MK345PCL-26,256,Minn Kota Precision Charger MK 345 PCL — 3 Bank × 15 Amp,Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1833454_MK-345PCL_3q.webp,640,640,local_jpeg,ok,OK,keep,,
MK-MK460PCL-26,257,Minn Kota Precision Charger MK 460 PCL — 4 Bank × 15 Amp,Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1834604_MK-460PCL_3q-1.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-MKR30-26,258,Minn Kota Remote Power Switch MKR-30,Minnkota,Marine Electronics,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1865130_MKR-30_RemotePowerSwitch_Main.webp,640,640,local_jpeg,ok,OK,keep,,
MK-RTKAYAK55-26,253,Minn Kota Riptide Kayak Terrova 55 lb — Saltwater,Minnkota,Kayak Motors,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_KayakTerrova_HeroAlt-2.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-RT112-87-26,250,Minn Kota Riptide Terrova 112 lb — 87&#8243; Shaft,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-7.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-RT80-60-REFURB,251,Minn Kota Riptide Terrova 80 lb Refurb — 60&#8243;,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-9.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-RTQUEST9115-100-26,249,Minn Kota Riptide Terrova QUEST 90/115 — 100&#8243;,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-5.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-RTQUEST9115-72-26,247,Minn Kota Riptide Terrova QUEST 90/115 — 72&#8243;,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-1.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-RTQUEST9115-87-26,248,Minn Kota Riptide Terrova QUEST 90/115 — 87&#8243;,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-3.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-ULT80-45-26,244,Minn Kota Ultrex 80 lb — 45&#8243; Shaft,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-ULT80-52-26,245,Minn Kota Ultrex 80 lb — 52&#8243; Shaft,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt-1.webp,2048,2048,local_jpeg,ok,OK,keep,,
MK-ULTQUEST9115-45-26,246,Minn Kota Ultrex QUEST 90/115 lb — Dual Spectrum CHIRP,Minnkota,Unknown,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt-2.webp,2048,2048,local_jpeg,ok,OK,keep,,
